,Unnamed: 0,text,star,original,cluster,action_cluster
2605,2605,"['tv', 'remote', 'control', 'work', 'hd', 'quality', 'problem']",1,Tv remote control not working not hd quality problem,0,3
2607,2607,"['worth', 'buying', 'hd', 'ready', 'model', 'spend', 'get', 'full', 'hd', 'tv', 'small', 'size', 'poor', 'panel', 'quality', 'tv', 'basic', 'remote', 'recommend', 'sony', 'tv', 'best', 'raise', 'budget', 'get', 'sony', 'tv']",1,"Not Worth Buying Its HD Ready Model only, Spend Rs. 5000 more and get Full HD TV. ITS Very small size, Poor panel quality TV Very Basic Remote. Not at all Recommend, Sony Tvs are best Raise your budget and get a sony tv only.",0,3
2608,2608,"['mi', 'lead', 'tv', 'want', 'purchase', 'rd', 'one', 'parent', 'trust', 'guy', 'make', 'big', 'mistake', 'lg', 'beat', 'mi', 'ground', 'picture', 'quality', 'software', 'handle', 'design', 'wall', 'mount', 'even', 'remote', 'disappointed', 'compare', 'mi', 'tv', 'please', 'waste', 'money']",2,"I have 2 Mi led tvs and that's why I didn't want to purchase 3rd one for my Parents. Trust me guys, I made a big mistake. LG cannot beat Mi in any ground, Picture quality, Software handling, design, wall mount even the Remote, all disappointed me as compared to Mi tv.. Please don't waste your money as I did...",0,3
2609,2609,['buy'],2,Don't buy this,0,4
2611,2611,"['product', 'ok', 'delivery', 'insulation', 'worst']",2,Product ok delivery and insulation very very worst,0,2
2612,2612,"['quality', 'product', 'diminishes', 'compare', 'year', 'back']",2,Quality of product diminishes as compare to few years back,0,4
2613,2613,"['software', 'optimisation', 'bad', 'lag', 'issue', 'much', 'sone', 'time', 'automatically', 'colour', 'contrast', 'much', 'high', 'price', 'point', 'give', 'magic', 'remote', 'price', 'point', 'aware', 'company', 'lead', 'price', 'point', 'high', 'quality', 'lead', 'provide']",2,There software optimisation too bad lag issue too much and sone time automatically of and on and colour contrast not much high in this price point and not given magic remote in price point be aware you other company led in this price point high quality of led provided,0,3
2614,2614,"['review', 'tv', 'use', 'month', 'tv', 'light', 'weight', 'slick', 'design', 'okay', 'news', 'daily', 'soap', 'video', 'quality', 'ok', 'image', 'quality', 'pathetic', 'disappointed', 'time', 'hear', 'sound', 'want', 'good', 'sound', 'video', 'quality', 'tv', 'please', 'go', 'samsung', 'sony', 'lg']",2,"I am reviewing This TV after using it for 8 months
TV is light weight.
Slick Design.
Okay for News or daily soap.
Some video quality is ok but image quality is pathetic and you will be disappointed some times to hear the sound. If you want a good sound and video quality TV please go for Samsung Sony or LG above 20k+ but not this",0,3
2615,2615,"['picture', 'quality', 'good']",2,Picture quality not good,0,3
2617,2617,"['lg', 'tv']",2,LG TV,0,3
2618,2618,"['picture', 'quality', 'good']",2,Picture quality not good,0,3
2620,2620,"['provision', 'movable', 'stand', 'lead', 'stand', 'fit', 'service', 'engineer', 'inch', 'beyond', 'wall', 'look', 'bad', 'lead', 'also', 'safe', 'bad', 'experience']",2,There is no provision for a movable stand in the LED and which stand fit by the service engineer. It's 3-4inch beyond the wall. It's looking very bad and LED is also not safe. Bad experience.,0,2
2621,2621,"['tv', 'sound', 'bar', 'blutooth', 'connection', 'support']",2,This tv Sound bar Blutooth connection is support?,0,3
2622,2622,['okay'],2,Okay,0,3
2623,2623,"['star', 'tv']",2,1star tv,0,3
2624,2624,"['picture', 'quality', 'sound', 'quality', 'poor', 'donot', 'buy', 'anybody', 'return', 'policy', 'think', 'modelis', 'well', 'much', 'disappointed']",2,Picture quality and sound quality is very very poor donot buy anybody no return policy. I think 2020 model.is better than 2023 I am very much disappointed,0,3
2625,2625,"['picture', 'quality', 'good', 'good', 'move', 'samsung', 'otherssave', 'money']",2,Picture quality is Not good... better to move to Samsung and others.save ur money 🙂,0,3
2626,2626,"['remote', 'voice', 'control']",2,Remote not a voice control,0,5
2627,2627,"['display', 'quality', 'good', 'buy']",2,Display quality not good don't buy,0,3
2628,2628,"['picture', 'quality', 'poor']",2,Picture quality is poor,0,3
2629,2629,"['picture', 'quality', 'much', 'well', 'need', 'recharge', 'hd', 'channel', 'see', 'sound', 'much', 'bos', 'also', 'quality', 'good', 'mak', 'noise']",2,"Picture quality not much better u need to recharge HD channel to see..
Sound is only 16W not much boss also quality is good but not mak noise",0,3
2630,2630,"['tv', 'good', 'without', 'magic', 'remote', 'operate', 'webos', 'difficult']",3,Tv is good but without magic remote operating webos is very difficult,0,3
2631,2631,"['sound', 'bad', 'picture', 'dull']",3,"Sound not bad, pictures dull",0,3
2632,2632,"['problem', 'tv', 'ui', 'good', 'compare', 'android', 'tv']",3,The only problem with this tv is UI is not good as compared to android TVs,0,3
2634,2634,['ok'],3,Ok,0,5
2636,2636,['prize'],3,Over prized,0,3
2638,2638,"['tv', 'outdoor', 'good', 'quality', 'use', 'cheap', 'quality', 'fiber', 'plastic']",3,"TV outdoor is not good quality
Your using very cheap quality fiber or plastic",0,3
2639,2639,"['magic', 'remote', 'include']",3,Because Magic remote is not included,0,3
2640,2640,"['picture', 'quality', 'good']",3,Picture quality not good,0,3
2641,2641,['great'],3,Great,0,3
2642,2642,"['qality', 'good']",3,Qality are very good .,0,3
2645,2645,"['picture', 'quality', 'average']",3,Picture Quality Average,0,3
2646,2646,['average'],3,Average,0,3
2648,2648,['super'],3,Super,0,5
2649,2649,"['good', 'television']",3,Good television,0,3
2650,2650,"['samsung', 'well']",3,Samsung is better than this,0,3
2652,2652,"['us', 'powerelectricity']",3,uses more power/electricity,0,1
2653,2653,"['internet', 'connectivity', 'issue']",3,Internet connectivity issue.,0,4
2655,2655,['ok'],3,Ok,0,5
2656,2656,"['usb', 'port', 'work', 'slow', 'smart', 'name', 'work', 'like', 'normal', 'tv', 'work', 'slow']",3,"USB port is working very slow.
It's smart in name only. It works like a normal TV.
working very slow.",0,6
2657,2657,"['product', 'good', 'installation', 'process', 'complete', 'lg', 'technician']",3,Product is good but installation process is not completed by LG or any technician,0,2
2658,2658,"['good', 'picture', 'quality', 'best', 'satisfiedacer', 'qled', 'good']",3,Good picture quality.. but not best am not satisfied.acer qled is better then this.,0,3
2659,2659,"['need', 'option', 'audio', 'output', 'home', 'theatre', 'system', 'easily', 'set']",3,Need more options for audio output so that home theatre system can be easily setting....,0,3
2660,2660,"['value', 'money']",4,Value for money,0,2
2661,2661,"['month', 'research', 'purchase', 'nice', 'tv', 'inch', 'lg', 'update', 'tv', 'go', 'local', 'brand', 'extra', 'also', 'go', 'brand', 'one', 'time', 'investment', 'vtob', 'yr', 'plss', 'give', 'lg', 'magic', 'remote', 'ai', 'tv']",4,"After 1 month research, i purchased nice tv 32 inch lg 2023 update tv, don't go to local brand extra 2000 also go to brand it's one time investment to 5vtob10 yrs but plss give lg magic remote to all AI tv",0,1
2662,2662,"['picture', 'quality', 'mode', 'mark', 'per', 'price', 'justify', 'except', 'remote']",4,Picture quality and mode were up to the mark as per price justified except remote,0,3
2663,2663,"['tv', 'nice', 'installation', 'process', 'toomuch', 'late']",4,Tv is nice but installation process was toomuch of late,0,2
2664,2664,"['money', 'burget']",4,Money burget,0,4
2665,2665,"['good', 'tv', 'satisfy']",4,Very Good tv satisfied,0,3
2666,2666,"['like', 'tv', 'good', 'compare', 'tv', 'mi', 'android', 'smart', 'tv', 'sound', 'quality', 'product', 'good', 'imagine', 'without', 'purchase']",4,I like the tv it's is to good as compare to TV of Mi Android Smart TV the sound quality of the product is too good you can't imagine without purchase.,0,3
2668,2668,"['compare', 'others', 'brand', 'feature', 'lg', 'little', 'bit', 'expensive']",4,"Compared with others brands at same features, LG little bit expensive.",0,5
2669,2669,"['super', 'product', 'value', 'money']",4,Super product value for money,0,2
2671,2671,"['bring', 'lg', 'tv', 'inch', 'next', 'day', 'service', 'man', 'come', 'installed', 'satisfied', 'tvpicture', 'quality', 'sound', 'quality', 'good', 'lg', 'company', 'trust', 'brand', 'thank', 'flipkart', 'provide', 'good', 'smart', 'tv']",4,"I brought a LG tv 32 inch, and the next day service man came and installed it. I am satisfied for this tv.Picture quality and sound quality is good, LG company is trusted brand. Thank you Flipkart for providing this good smart TV.",0,2
2673,2673,"['miss', 'smart', 'voice', 'command', 'remote']",4,Missing smart voice command remote,0,3
2674,2674,"['good', 'picture', 'quality', 'delivery', 'installation', 'fast', 'thanks', 'flipkart']",4,Good picture quality.... Delivery and installation fast thanks Flipkart,0,2
2675,2675,"['like', 'lg', 'tv', 'value', 'money', 'performance', 'compare', 'different', 'tvnew', 'model', 'like']",4,I like lg tv because it value for money and its performance compare to other different tv.new model 2023.I like it.,0,3
2676,2676,"['device', 'picture', 'quality', 'okay', 'sound', 'quality', 'good', 'impress', 'operating', 'system', 'easy', 'understand', 'familiar', 'connectivity', 'easy', 'access', 'mobile']",4,"As the device is not 4k the picture quality is okay, Sound quality is so good and I am impressed with Operating system it was so easy to understand and it's so familiar to connectivity very easy to access from mobile",0,3
2677,2677,"['used', 'product', 'experience', 'good', 'also', 'expect', 'voice', 'remote', 'tv', 'otherwise', 'value', 'money', 'go']",4,I have used this product experience was good but I was also expecting voice remote with this tv but that was not there otherwise this is Value of money go for it,0,2
2678,2678,"['ok', 'super']",4,Ok super,0,5
2680,2680,"['picture', 'quality', 'good']",4,Picture quality is very good.,0,3
2681,2681,['awesome'],4,Just Awesome..,0,3
2682,2682,"['great', 'product', 'super', 'delivery', 'flipkart']",4,Great product..... super delivery 🚚 by Flipkart.,0,2
2684,2684,"['absolutely', 'good', 'product']",4,Absolutely good product,0,3
2685,2685,"['super', 'tv', 'budget']",4,Super tv in budget.,0,3
2687,2687,"['good', 'value', 'money', 'product']",4,Good value for money product,0,2
2688,2688,"['sometimes', 'screen', 'work', 'properly', 'automatically', 'crop', 'display', 'need', 'turn', 'turn', 'tv', 'work', 'properly', 'specification', 'good']",4,"Sometimes the screen will not work properly..
It automatically cropped the display. so need to turn off and turn on the TV then it works properly..
Other than that, all of the specifications are good.",0,6
2690,2690,"['good', 'midrange', 'tv']",4,Over all good . For midrange tv,0,3
2693,2693,"['good', 'picture', 'sone', 'good']",4,This is good but picture sone not good,0,3
2697,2697,['superb'],4,Superb,0,3
2699,2699,"['good', 'product', 'value', 'money', 'display', 'enhance']",4,Good product. value for money. But display should have enhanced,0,3
2702,2702,"['good', 'product', 'value', 'money']",4,Good product and value for money.,0,2
2704,2704,"['overall', 'good']",4,Overall good,0,3
2705,2705,['super'],4,Super,0,5
2706,2706,"['lg', 'best', 'product']",4,LG is best product.,0,3
2707,2707,['jj'],4,Jj,0,6
2712,2712,"['value', 'money']",4,Value for money,0,2
2713,2713,"['nice', 'product', 'limit', 'apps', 'support', 'use', 'vpn', 'software']",4,Nice product but limited apps supports cant use any vpn software,0,2
2714,2714,"['bad', 'compete', 'feature', 'available']",4,Not bad compete with same features available too,0,5
2715,2715,"['colour', 'quality', 'good']",4,Colour quality good,0,3
2716,2716,"['price', 'slightly', 'high', 'overall', 'satisfy']",4,"Price slightly high..
Overall satisfied",0,3
2718,2718,"['good', 'product', 'lg', 'always', 'trust', 'good', 'connectivity', 'good', 'sound', 'picture', 'quality', 'good', 'ease', 'operation', 'value', 'money', 'rating', 'give', 'usage', 'month']",4,"Good product
LG always trusted
Good connectivity
Good sound
Picture quality is very good
Ease of operation
Value for money
Above Rating gives as after usage of 2 months",0,3
2719,2719,"['best', 'product', 'lg', 'brand']",4,Best product from LG brand.,0,3
2720,2720,"['nice', 'picture', 'quality', 'sound', 'installation', 'process', 'fast']",4,Very nice picture quality and sound. Installation process is so fast,0,3
2721,2721,"['way', 'wall', 'mount', 'provide', 'engineer', 'offer', 'flipkart', 'day', 'delivery', 'installation', 'do', 'far', 'poor', 'service', 'flipkart', 'well', 'lg']",1,"6 way Wall mount is not being provided by the engineer as it was offered by Flipkart. After 10 days of delivery, installation has not been done so far. Very poor service by Flipkart as well as by LG.",0,2
2722,2722,"['bad', 'productworst', 'flip']",1,It's worst product..worst flip,0,3
2723,2723,"['receive', 'tv', 'day', 'back', 'still', 'installation', 'happen', 'disappointed', 'service', 'lg', 'never', 'buy', 'appliance', 'brand', 'update', 'installation', 'happen', 'side', 'anytime']",1,"I received the TV 4 days back and still the installation hasn't happened. Very disappointed with service of LG. Will never buy any appliances from this brand again.!
Will update , if installation happens from their side anytime",0,1
2724,2724,"['like', 'va', 'panel', 'give', 'lg', 'wrong', 'memory', 'get', 'ips', 'panel', 'possible', 'change', 'mine', 'ip', 'panel', 'panel', 'basic', 'like', 'low', 'range', 'brand']",1,"I did not like the VA panel given by LG at all. It is very wrong with the memory. I should get an IPS panel. If possible, change mine to an IPS panel. Panel is very basic like other low range brands",0,3
2725,2725,"['please', 'guy', 'purchase', 'productto', 'much', 'bad', 'product', 'service']",1,"Please guys not purchase any product,to much bad product and service",0,1
2726,2726,"['damage', 'product']",1,Damage product,0,4
2727,2727,"['best', 'tv', 'could', 'get', 'inch', 'amazing', 'fast', 'ui', 'great', 'clarity', 'amaze', 'sound', 'go']",1,best tv if you could get it under 40k (50inch) amazing and fast ui with great clarity and amazing sound .......go for it,0,3
2729,2729,"['product', 'swtching', 'day', 'power', 'issue', 'bad', 'thing', 'hppen', 'purchase', 'something', 'new', 'raise', 'many', 'question']",1,Product not Swtching on after only 5 days * power issue . Worst thing to hppen when you purchase something new . Raises many questions,0,1
