,text,star
4684,Product is not in working,1
4685,Very bad...,1
4686,Very bad experience..,1
4687,"Waste of Money..

Didn't even ran once, Customer care is waste of time.. They don't even care what is the problem.

Better go for other brand,,,",1
4688,"Very poor experience about front load machine, many times door not unlock after fully washing, We cannot reset washing process in between washing....
Color of shirts not cleaned... Semi Auto Matic machine is better for India.",1
4689,"Worst product
Never expected such product from LG and Flipkart selling that
It is vibrating like anything after few days of usage
Return policy has lapsed and customer services are not responding",1
4690,Not good whoshing mashin very bed whosing mashin not prowide in 7 kg drum and drum is very very small size,1
4691,"Too much vibration in first use washing quality not good, detergent smell coming from washed clothes, installation very poor they told me no warranty for spares just service support because i purchased from Flipkart.. forcing me to buy AMC .",1
4692,"Sound like generator.
Worst product I have ever seen",1
4693,Not bad,1
4694,Spinning time very High vibration and lg sevice person installation and demo was worst I am not happy not recommended lg washing machine go to other brands,1
4695,LG has worst customer service. Installation and demo was not done in time I had call them multiple times through Flipkart and through LG customer care as well. Think before buying LG product. I wish could have order Samsung or any other.,1
4696,"Very much small size inside , only 2 to 3 family members it's",1
4697,No difference after washing,1
4698,Not working... Defect product recieved,1
4699,Not at all good,1
4700,"Wash Queality is very Bad, Waste of Money, it will take lot of time to wash ranging from 30 Minutes to 2.5 Hours. Even though product Build queality is good and comes with good discounts then what is use of buying this when performance is Poor. I thought of Returing this product. Specially the person who came for installation of this washing machine has very poor knowledge, rushed and completed installation for your in 10 minutes without explaining anything about the washing machine. He is ...
READ MORE",1
4701,Damge,1
4702,"Machine works smoothly and silent only for 2 days,after that it becomes noisy. It also hasn't 'cloth add on' function. Didn't expect this type of service from LG.",1
4703,The product have too shakey.. And the installation was not proper... According to the floor level..,1
4704,"Product is good
But service centre response too worst",1
4705,"This mation we used after 1 month, it's not perform. I lass my money. Please don't buy. Very dissopaint",2
4706,Quick wash for 30 mins properly not washing clothes as other washing machines model does so,2
4707,"For my product there is door lock problem,it has to be pushed hard to lock and when power goes off it doesn't auto starts we have to start it again.",2
4708,Product is not working proper,2
4709,Clothes damaging quic,2
4710,Waste of money,2
4711,Superb product by LG.. I loved it!,2
4712,"I bought this for 6.9k. the major cone is they are not providing Filter we need to pay extra 1200rps for this while installation so don't buy purifiers without filters. V-Guard purifiers are best, they are providing filters along with purifier.",2
4713,"Strains are not removed, tea, turmeric,etc",2
4714,More noise while running washing machine.,2
4715,7kg washing machine Compare to other product drum size is very small,2
4716,The lid does not lock properly and the sound and vibration is high,2
4717,Always showing door error,2
4718,"Poor product within 2 months problem coming, smelling very poor, even i cleaning tub regularly through chemical nd as wel as harpik but no solution...",2
4719,"Product is good but
Flipkart service is bad",2
4720,Ok good working,3
4721,Recent purchased 8 kg LG washing Machine has an issue of making to much noise while drying clothes.,3
4722,The performance is very good. My mom is very happy to in this gift....,3
4723,Overall washing machine is good but in that price we can get Bosch and ifb washing machine with more and good features. Also built quality is not good in lg washing machine,3
4724,Good product,3
4725,This product as per value not happy,3
4726,"My old Lg 6kg front load washing machine was far better compared to this 7kg in terms of load capacity, it was taking as much as load than this 7kg.. Washing-wise it's fine, but if we are loading a little more than usual, it stucks at 7mins during the last spin cycle..",3
4727,"I don't know why but this washing machine takes too much time to wash clothes.
For example i set on a cotton mode wash. It took 1hr 52 minutes.
We buy any machine just to get work done by machine in less than the time we do.
The least time required is 30 minutes.
Also no information is shown on screen that at what spin speed it is going on. And at what temperature it will wash.
Also i faced an issue like dropped clothes in machine and clicked on start button but just after a second i stopped ...
READ MORE",3
4728,"Little Disappointed, It's not 7 Kg, smaller drum size than 5KG, newer version company reduced drum size but saying 7 Kg,
for 4 family famembers you should buy 9 Kgs
Performance wise good product",3
4729,It's not working properly and it will struck during the washing.,3
4730,Looking good we started checking the performance of machines hope leads to good durability,3
4731,It is good only but it vibrates a lot while spinning and makes noise coz of that,3
4732,Ok Good,3
4733,Rat cover is missing! Deliver it ASAP. Useless Flipkart customer care is not reachable through app. You select an option and it makes you wait forever before returning an answer.,3
4734,"Not upto the mark. My old 7kg lg front load was better than this 9kg. Unable to rotate after 4kg of dry weight. Not worth, samsung might be better",3
4735,"Touch screen very sensitive.

Not taking fabric conditioner from the tray",3
4736,Not better performance,3
4737,"Product is good
But installation by company took more time.
Check water pressure before installing.",3
4738,Good,3
4739,Super performance,5
4740,"Very bad, build quality 👎👎👎",1
4741,No good don't buy,1
4742,Bad product,1
4743,Very bad washing machine deos not washing properly,1
4744,Disappointed,1
4745,Old product,1
4746,don't buy if u want clean clothes.its dyer is not working properly,1
4747,Plse don't waste your money,2
4748,"1 cable is too small
2 hand not awalable
3 pipe cant not hang",3
4749,Nice looking 👌👌👍👍,3
4750,Ok,3
4751,Nice,3
4752,Body plastic quality not good,3
4753,This is gud product.its design too gud.,3
4754,Good machine.,3
4755,Not bad,3
4756,Good,3
4757,Good,3
4758,Osm product,3
4759,Good look and perform,4
4760,Good luck,4
4761,Really superb 😍😍,4
4762,Very good product,4
4763,Super,4
4764,LG ALWAYS BEST FOR HOME APPLIANCE !,4
